t,attention_level,boredom,fatigue,last_event_type,dopamine_hit,volatility,attention_liquidity,attention_demand,attention_imbalance,regime
443,63.7220822864583,0.0,18.85999999999981,baseline,1.9886002039134463,29.203907882137337,81.68658006117423,0.7657625246742921,-0.9814253300595557,baseline
444,66.57632817437197,0.0,18.87999999999981,high_impact_post,4.3367620182442,29.804043852923485,82.37102860547346,4.082802263591663,-0.9055495349934212,baseline
445,65.43009476031544,0.0,18.89999999999981,baseline,1.724684043100287,28.395035478043113,81.56740521293028,0.6847887656975944,-0.9833490455980901,baseline
446,63.380539078594296,0.0,18.91999999999981,baseline,1.136891711293345,27.293280025754072,81.3710675133882,0.5212640083569113,-0.9872695282043962,baseline
447,60.56600367038771,0.0,18.93999999999981,baseline,0.639519341041417,27.14675024285278,81.20185580231261,1.486011474277643,-0.9640573273148538,baseline
448,58.12983357730307,0.0,18.95999999999981,baseline,0.8894313117093586,26.17398686250612,81.256829393513,0.8265668353372055,-0.9798603158906165,baseline
449,55.864645082136605,0.0,18.97999999999981,baseline,1.0037983691722185,25.126445607922847,81.27113951075187,0.7744705838293232,-0.9811209744692854,baseline
450,54.94207968970272,0.0,18.999999999999808,baseline,1.8839441879516867,24.235452589199333,81.51518325638571,0.8236640701559449,-0.9799933057870137,baseline
451,61.08173161838985,0.0,19.019999999999808,notification,6.50238688149483,26.6208242220339,82.88071606444863,7.698856993101375,-0.8300089803203228,baseline
452,58.47048895449135,0.0,19.039999999999807,baseline,0.7854623111774262,26.701377178676044,81.14563869335342,0.6501748312096933,-0.9841024912353381,baseline
453,54.99256385098182,0.0,19.059999999999807,baseline,0.2216175794055084,26.079897171515718,80.95648527382185,1.3904897376647734,-0.9662285168952273,baseline
454,51.88553511839685,0.0,19.079999999999806,baseline,0.46664788719934314,26.025086567893524,81.00999436615999,0.8994320095289602,-0.9780383760617832,baseline
455,48.10278741202791,0.04171523654293685,19.099999999999806,baseline,0.027615878190210497,25.786388760901772,80.85828476345725,0.5735851967814011,-0.985912513195105,baseline
456,44.825412068516016,0.0,19.119999999999806,baseline,0.3632654772172288,24.542156699055155,80.89726440662243,1.1979065018720636,-0.9708166390637694,baseline
457,48.17715026910263,0.0,19.139999999999805,notification,4.695907320644822,29.36613099521582,82.21877219619364,9.330635997950111,-0.7961617408129357,baseline
458,44.727018620272084,0.0,19.159999999999805,baseline,0.2528551314832779,28.38591206185453,80.86585653944519,0.6595868639657266,-0.9838188708596921,baseline
459,42.78853911947875,0.0,19.179999999999804,baseline,1.2434774504618484,27.42023408686923,81.14304323513875,0.8831550710404387,-0.9784665121808064,baseline
460,40.63348249715413,0.0,19.199999999999804,baseline,1.1045381553433586,27.030974962619865,81.08136144660321,1.0009659939684488,-0.9756106819779652,baseline
461,36.811592445928135,0.04468432376981024,19.219999999999803,baseline,0.017718920767299196,26.82896112784302,80.73531567623039,0.6107223421165859,-0.9849845829743092,baseline
462,33.44912366314899,0.0,19.239999999999803,baseline,0.32352918274365394,26.801039583925782,80.76237443105347,0.9591710357430443,-0.9765258713534057,baseline
463,36.89086988014447,0.0,19.259999999999803,high_impact_post,4.770422364049311,29.439209944778604,82.12112670921499,5.809152390438862,-0.8678691242670754,baseline
464,34.427533895559485,0.0,19.279999999999802,baseline,0.9135058924280881,28.92089991769747,80.94405176772862,1.4717233473890694,-0.964285396931998,baseline
465,32.91191240452505,0.0,19.2999999999998,baseline,1.5355415091277915,28.83213745147967,81.11066245273854,0.5181629343445885,-0.9873044128250661,baseline
466,30.941961854447438,0.0,19.3199999999998,baseline,1.241208790798921,28.23617358464129,81.00236263723988,0.591745997565614,-0.9854953744218442,baseline
467,27.420697343376304,0.0,19.3399999999998,baseline,0.2298924764240704,27.22758002268889,80.67896774292741,1.3330807246355973,-0.9674906126710675,baseline
468,30.10417052163566,0.0,19.3599999999998,high_impact_post,4.287890966182561,29.595664947126416,81.87636728985497,4.216455687345833,-0.9020486135420966,baseline
469,26.904427977837088,0.0,19.3799999999998,baseline,0.44526631124273774,29.450545466551983,80.70357989337302,1.0623173701095103,-0.9740156371870708,baseline
470,24.254192401662635,0.0,19.3999999999998,baseline,0.8070355711277808,28.29657491705684,80.79211067133855,1.0586357416019956,-0.9741325329823841,baseline
471,22.47638064400833,0.0,19.4199999999998,baseline,1.3798615963043488,28.284903562154476,80.9439584788915,0.916702618631998,-0.9776033419143806,baseline
472,29.217391639351742,0.0,19.4399999999998,notification,6.950333983884558,30.904654167804892,82.59510019516557,7.2377275838023785,-0.8388623009483642,baseline
473,32.62714169726473,0.0,19.4599999999998,high_impact_post,4.775653632622843,31.271516233332,81.92269608978705,3.898920787938795,-0.9091389575310899,baseline
474,29.290947298419592,0.0,19.479999999999798,baseline,0.3691539876828893,31.058522601754845,80.58074619630506,0.94455251348561,-0.9768279901224779,baseline
475,27.941700714183927,0.0,19.499999999999797,baseline,1.67042706912699,30.019952362445792,80.95112812073829,0.9542647921822415,-0.976698364826922,baseline
476,24.567534743023945,0.0,19.519999999999797,baseline,0.3495647247320115,29.042542747553252,80.53486941741981,0.6684711720304702,-0.9835358701457829,baseline
477,22.453265869381603,0.0,19.539999999999797,baseline,1.175641259057268,27.857455303677508,80.76269237771739,0.6080328531227577,-0.9850552431135934,baseline
478,18.599818567023316,0.03753868673692709,19.559999999999796,baseline,0.04153771087690972,27.54965032026914,80.40246131326327,0.9784568675441941,-0.9759536537700321,disengaged
479,20.61290924904844,0.0,19.579999999999796,high_impact_post,3.8809441507835127,30.774489135804092,81.49674455849832,5.53184334545292,-0.8728729609732814,baseline
480,17.950017373635117,0.0,19.599999999999795,baseline,0.8249072709716576,30.321374383405484,80.5974721812917,1.3888876175439338,-0.9661190563661627,disengaged
481,15.91737595057928,0.0,19.619999999999795,baseline,1.239450050290275,29.995362145653193,80.7018350150873,0.9462966215076589,-0.9768201279676675,disengaged
482,19.37979305711896,0.0,19.639999999999795,high_impact_post,4.8336059519866925,33.06604061907368,81.76008178559621,4.408655914509158,-0.8976738888794523,disengaged
483,15.481075635833278,0.04249361201680855,19.659999999999794,baseline,0.025021293277304846,31.557695619208964,80.29750638798339,0.765395348176166,-0.9811160140635639,disengaged
484,14.228326890969761,0.0,19.679999999999794,baseline,1.759804324404002,31.279341568660985,80.7554476853046,1.033712813619009,-0.9747224984994776,disengaged
485,11.010469103317023,0.0,19.699999999999793,baseline,0.4752563479393592,29.74816495718333,80.39257690438201,1.4996070994451471,-0.9633760628639466,disengaged
486,7.935928585763654,0.0,19.719999999999793,baseline,0.5715421453899276,29.068287029900045,80.40146264361718,1.4288155207169302,-0.9650785613157141,disengaged
487,10.099168004633858,0.0,19.739999999999792,high_impact_post,3.9975421038367083,30.077154235943915,81.40926263115122,3.4593238119784635,-0.918478109346229,disengaged
488,13.544032348822672,0.0,19.759999999999792,notification,4.8378198328031194,33.771044901798334,81.64134594984114,6.693274136400637,-0.848456378034661,disengaged
489,10.247420094764998,0.0,19.77999999999979,baseline,0.4342403568250235,32.652191290217964,80.30027210704772,1.0468498141977833,-0.9742621548378498,disengaged
490,7.3817555897032054,0.0,19.79999999999979,baseline,0.718519931332134,32.30246560717068,80.36555597939986,0.8780326703145639,-0.9783851825132873,disengaged
491,4.132003825453029,0.0,19.81999999999979,baseline,0.47009688611096867,31.336866945812993,80.2710290658335,1.0639538195421498,-0.9738377317656397,disengaged
492,8.96047395330938,0.0,19.83999999999979,high_impact_post,5.752594854808045,33.93696437629274,81.83577845644263,5.450524226218965,-0.8751115797392655,disengaged
493,12.545529202826806,0.0,19.85999999999979,notification,4.942519770926395,37.20960968982714,81.57275593127814,7.656825452937296,-0.8283792138401362,disengaged
494,8.670620506751089,0.029197783544266612,19.87999999999979,baseline,0.0693407215191113,36.036108066625445,80.09080221645596,0.7098908627836777,-0.9824285947129808,disengaged
495,7.002829670830344,0.0,19.89999999999979,baseline,1.5164241453814635,34.386107705963106,80.47572946007038,1.261243319502299,-0.9691389764848863,disengaged
496,5.777011803100174,0.0,19.91999999999979,baseline,1.8060013936403834,34.02180095569611,80.57180041809232,1.0039605197537136,-0.9753858129372853,disengaged
497,2.4339063273293275,0.0,19.939999999999788,baseline,0.424767662894844,33.53631874431023,80.13743029886867,1.236034761404305,-0.969620692433614,disengaged
498,0.7850773801420967,0.0,19.959999999999788,baseline,1.5347523220998216,33.00099354595974,80.45042569663016,1.3825601009280253,-0.9662102002645176,disengaged
499,5.598907031822131,0.0,19.979999999999787,high_impact_post,5.761326569725485,33.35828504566774,81.69839797091785,5.436228024395661,-0.8752223249414522,disengaged
500,2.1553547173302663,0.0,19.999999999999787,baseline,0.36695927157391695,32.96589528457779,80.06008778147239,0.9267884676530803,-0.9771126258826882,disengaged
501,0.0,0.0,20.019999999999786,baseline,0.6580873284286475,32.01820502758351,80.12742619852881,1.4897134940306866,-0.9634950820466822,disengaged
502,0.0,0.01610098385449881,20.039999999999786,baseline,0.11299672048500398,31.519885282953798,79.9438990161457,1.474324244749348,-0.9637839248831295,disengaged
503,7.21271364703399,0.0,20.059999999999786,notification,7.340734474130324,35.85022996278601,82.07611935838482,9.610275904586828,-0.7903663705608018,disengaged
504,5.168252696670649,0.0,20.079999999999785,baseline,1.2918555879977882,34.3589419268658,80.25755667639955,0.5163621051697816,-0.9872146328181468,disengaged
505,1.2010608489649517,0.038665068177596185,20.099999999999785,baseline,0.037783106074679385,33.624836847485966,79.86133493182263,0.7471958419943587,-0.9814611224191409,disengaged
506,0.0,0.0,20.119999999999784,baseline,1.3955575891429062,33.12952042287032,80.2100022085655,1.4006681975484252,-0.9656743857003411,disengaged
507,0.0,0.0,20.139999999999784,baseline,1.0023164423183069,32.455847228672305,80.11069493269571,0.9069978316922164,-0.9776098824653051,disengaged
508,0.0,0.0,20.159999999999783,baseline,1.0797102263285283,31.85352979101896,80.11391306789878,0.8609626969519489,-0.9787350659369417,disengaged
509,0.0,0.0,20.179999999999783,baseline,0.7557987339132224,31.327781103240497,79.99673962017418,1.4848813718714629,-0.9635529741850271,disengaged
510,0.0,0.008610114318258956,20.199999999999783,baseline,0.13796628560580348,30.921377256328032,79.79138988568195,1.0799906179164553,-0.9732911541464685,disengaged
511,0.0,0.0,20.219999999999782,baseline,0.5864511482556567,29.70587845103537,79.89732523015866,1.2612016577453404,-0.9689200455920716,disengaged
512,0.7100799855118605,0.0,20.23999999999978,high_impact_post,3.113124173537135,30.730329931969603,80.64393725206136,5.257240218218881,-0.8775979474777802,disengaged
513,0.0,0.0013776633938151553,20.25999999999978,baseline,0.1620744553539495,29.688463266758696,79.73862233660641,1.3530557376566947,-0.966628986604086,disengaged
514,0.0,0.0,20.27999999999978,baseline,1.588837580043242,29.375309939247902,80.14527361061937,1.4580963338738693,-0.9642638206028582,disengaged
515,3.6864076390220135,0.0,20.29999999999978,high_impact_post,5.066279502628738,30.001626509879443,81.16988385078884,3.2170649436520407,-0.9237544433206483,disengaged
516,11.696521875670026,0.0,20.31999999999978,notification,7.8948459063058625,32.14852081248533,81.99845377189197,6.216930488105371,-0.8590511045152349,disengaged
517,12.979444450061777,0.0,20.33999999999978,high_impact_post,3.500602989798501,33.206958982721005,80.66018089693978,3.226877876935343,-0.9230661338208632,disengaged
518,11.919806612699526,0.0,20.35999999999978,baseline,1.972132132442944,31.55559020753782,80.1816396397331,1.397104248615388,-0.9657483265364439,disengaged
519,10.074205418778886,0.0,20.37999999999978,baseline,1.4610449712936713,30.988014442761507,80.00831349138832,0.6540775578417232,-0.983782341452226,disengaged
520,8.055122583576711,0.0,20.39999999999978,baseline,1.350272656730575,30.00525092723271,79.95508179701939,0.9943944335326238,-0.9754317265574274,disengaged
521,12.194806983820408,0.0,20.419999999999778,high_impact_post,5.378225098198466,32.57123208310094,81.14346752945977,4.543284775005805,-0.8939559581191169,disengaged
522,16.322876190164106,0.0,20.439999999999777,notification,5.373247847283434,34.00672225915233,81.12197435418526,8.158955828507588,-0.8172295962460928,disengaged
523,20.987157720433494,0.0,20.459999999999777,high_impact_post,5.726327797561662,34.74702346889689,81.20789833926872,5.753389411517156,-0.8676792959183113,baseline
524,17.267082587668327,0.0,20.479999999999777,baseline,0.24897050146064426,33.42314120754466,79.54469115043841,0.9333329150453323,-0.9768052725975009,disengaged
525,14.345104652649516,0.0,20.499999999999776,baseline,0.7732170359353892,32.70922001719243,79.68196511078085,1.2376123261824326,-0.9694113003210741,disengaged
526,11.54874225954201,0.0,20.519999999999776,baseline,0.8579330764002946,32.366706543228815,79.68737992292031,1.3858752207383098,-0.9658117780448658,disengaged
527,13.622445467017377,0.0,20.539999999999775,notification,4.043596867630929,36.1884795827088,80.6230790602895,7.255346184145184,-0.8348776468407492,disengaged
528,15.532555308137002,0.0,20.559999999999775,high_impact_post,3.9392874778559355,37.96417955019466,80.57178624335701,5.845191789177436,-0.8647212174677799,disengaged
529,14.315015918706756,0.0,20.579999999999774,baseline,1.897686673574973,36.51479238577919,79.93930600207273,0.5061052053735545,-0.9874174251140702,disengaged
530,10.848587337081225,0.0,20.599999999999774,baseline,0.43043883553883955,35.52436469538857,79.47913165066188,0.8891717857860654,-0.9778725754366786,disengaged
531,6.867048558123497,0.021086035089759262,20.619999999999774,baseline,0.0963798830341358,33.93830533947606,79.35891396491046,0.7329402204566742,-0.9816975089936031,disengaged
532,12.231147642121638,0.0,20.639999999999773,notification,6.208632475494818,36.38116990981478,81.15150370755892,5.219453681216589,-0.8791386864516822,disengaged
533,10.649565914307376,0.0,20.659999999999773,baseline,1.6702080210364005,35.158862632956485,79.79106240631116,0.9004996900462265,-0.977680449686402,disengaged
534,6.621803586438011,0.0277965348763547,20.679999999999772,baseline,0.07401155041215102,34.71733855077654,79.29220346512386,0.5654211956275881,-0.9858392683721913,disengaged
535,9.738048163977474,0.0,20.699999999999772,high_impact_post,4.747728255573238,37.657347864028175,80.64652194179584,5.00668246094962,-0.8830941003115783,disengaged
536,8.395465402285833,0.0,20.71999999999977,baseline,1.8342596328812506,37.096381608862245,79.7802778898646,1.2447255055192539,-0.9692755210525503,disengaged
537,7.081808749015037,0.0,20.73999999999977,baseline,1.855779965182457,35.46285679637964,79.76673398955496,0.836877935507589,-0.979234728679761,disengaged
538,5.4896851948620045,0.0,20.75999999999977,baseline,1.6763898338868757,33.845863149741376,79.69291695016628,1.227564412342097,-0.9696599824501084,disengaged
539,1.6502035467149927,0.0,20.77999999999977,baseline,0.21014271362937453,32.5642403617413,79.23304281408903,1.0433596588742882,-0.9740058192262492,disengaged
540,2.523006061022965,0.0,20.79999999999977,high_impact_post,3.2926813819006053,34.28672214123038,80.13780441457041,4.946706442879407,-0.8837225155782563,disengaged
541,0.0,0.0,20.81999999999977,baseline,0.6603969945079906,33.487303963336934,79.32811909835263,1.4136728273008936,-0.9649828721016596,disengaged
542,0.0,0.018446398314708005,20.83999999999977,baseline,0.10517867228430666,32.1557421512951,79.14155360168553,1.1999580386274364,-0.9701285670600865,disengaged
543,0.0,0.0,20.85999999999977,baseline,1.4245609255073808,30.794582924762107,79.49892187933773,0.5718524700175526,-0.9857163247223636,disengaged
544,3.2324090149386855,0.0,20.879999999999768,notification,4.845365369240941,35.73244772112432,80.52360961077251,7.722684901693276,-0.8249742962158632,disengaged
545,6.481436523641935,0.0,20.899999999999768,high_impact_post,4.858841508956342,38.620859642596656,80.50765245268714,2.7535232701349193,-0.9338581698797661,disengaged
546,3.3941276058048677,0.0,20.919999999999767,baseline,0.7200595308254165,37.62533550430058,79.24601785924787,1.2808414424046473,-0.9681884664691408,disengaged
547,6.500554636511338,0.0,20.939999999999767,notification,4.770867340330996,40.804519124005424,80.44126020209953,8.728626868035425,-0.8042247858591527,disengaged
548,2.5229050933853117,0.006990106495308519,20.959999999999766,baseline,0.14336631168230496,39.51068569355669,79.03300989350493,1.223538456342009,-0.9695093177691002,disengaged
549,0.7835585125116458,0.0,20.979999999999766,baseline,1.6093806730560904,38.3786226417551,79.44582409542176,1.0322614818616986,-0.9743467684536206,disengaged
550,0.0,0.0,20.999999999999766,baseline,1.2686780231984038,37.6096647692312,79.33060340695977,1.191975843097095,-0.9703939974551609,disengaged
551,0.0,0.0,21.019999999999765,baseline,1.5828770049470668,36.161357341763264,79.40486310148435,0.6448292765215426,-0.9838892753397084,disengaged
552,0.0,0.0,21.039999999999765,baseline,1.9730698125316422,34.598276530758895,79.50192094375973,0.6117064547081891,-0.9847290286416395,disengaged
553,0.0,0.0,21.059999999999764,baseline,0.7186645156660552,33.76370031925817,79.10559935470006,0.9835493108697292,-0.9754386373870257,disengaged
554,0.0,0.0,21.079999999999764,baseline,0.745703575768899,32.63836092090578,79.09371107273091,0.5506772857264668,-0.9861715986003178,disengaged
555,2.2225834446241928,0.0,21.099999999999763,high_impact_post,4.2141068265517285,33.72242732597353,80.11423204796576,5.547852048176191,-0.8704712334117479,disengaged
556,0.027096203885212056,0.0,21.119999999999763,baseline,1.3290933067065176,32.80501721204291,79.2287279920122,0.5139947931005324,-0.9871086721107925,disengaged
557,4.655969649939392,0.0,21.139999999999763,high_impact_post,5.792074147747798,33.672541055441854,80.54762224432459,5.972615674750806,-0.8619371416815302,disengaged
558,0.6367248502786786,0.007302901894266793,21.159999999999762,baseline,0.14232366035244404,32.98454134467873,78.83269709810597,0.5405308830520735,-0.9863800201453219,disengaged
559,0.0,0.0,21.17999999999976,baseline,0.5053098955810729,31.58957860494075,78.9142900667803,1.3362545510431036,-0.9666979318979894,disengaged
560,0.0,0.0,21.19999999999976,baseline,1.4654269418493908,30.25547745601229,79.18962808255506,0.679469887617383,-0.9829854122586651,disengaged
561,0.0,0.029576299842009584,21.21999999999976,baseline,0.06807900052663474,29.43817436979217,78.75042370015824,0.5472729892385451,-0.9861970016258561,disengaged
562,7.39995557618716,0.0,21.23999999999976,notification,7.618243925602165,34.46745263312499,80.96589687783887,5.032582428637349,-0.8829611297962017,disengaged
563,3.5079123448800535,0.0,21.25999999999976,baseline,0.2385338357469584,33.923983657132915,78.76156015072432,1.4164611056890566,-0.9646670974540732,disengaged
564,0.08589298434800252,0.0,21.27999999999976,baseline,0.5483533591293472,32.832821157467365,78.83450600773905,0.5460232703461935,-0.9862428916684752,disengaged
565,2.308419582866642,0.0,21.29999999999976,high_impact_post,4.2402134630840465,35.202120005947116,79.92206403892546,5.52111880969257,-0.8707651418024892,disengaged
566,3.8957024291774935,0.0,21.31999999999976,high_impact_post,3.8276358472619627,36.52920348457396,79.77829075417884,4.186122332602464,-0.9002881773668588,disengaged
567,11.322040960638855,0.0,21.33999999999976,notification,7.646626491151185,38.82972993791444,80.9039879473456,9.440821206013426,-0.7910046787527601,disengaged
568,7.431106348528144,0.0,21.359999999999758,baseline,0.2523303188818564,37.98937409928589,78.6656990956648,0.5947764797312532,-0.9849918518552043,disengaged
569,8.439774938020559,0.0,21.379999999999757,high_impact_post,3.4572997316943574,39.33044517349413,79.60718991950856,4.327185821760313,-0.8968912133188662,disengaged
570,6.545677529552026,0.0,21.399999999999757,baseline,1.5626814323734757,38.43687647534087,79.01880442971228,1.4047049774781506,-0.965067304626909,disengaged
571,5.2605278940916875,0.0,21.419999999999757,baseline,1.9633008918559567,36.824794792053666,79.11899026755702,0.9189419490067576,-0.9770373390826662,disengaged
572,1.1504902713648901,0.014125024064087312,21.439999999999756,baseline,0.11958325311970897,36.0359752223758,78.54587497593616,1.230303090121744,-0.9691561285600071,disengaged
573,0.0,0.0,21.459999999999756,baseline,0.9156373111965832,35.554352468503,78.75056616929514,0.8728790597335768,-0.9780748231322363,disengaged
574,0.7702317245505634,0.0,21.479999999999755,high_impact_post,3.314530538921905,37.47345458356102,79.46435916167681,3.586715749829457,-0.9136262654360291,disengaged
575,0.0,0.0,21.499999999999755,baseline,0.8873370566347554,36.62731244004511,78.71620111699067,1.3351810440722454,-0.9666418990396477,disengaged
576,0.0,0.0,21.519999999999754,baseline,1.441938641495436,35.31009048597662,78.86258159244888,0.6302794759833706,-0.9841424885829486,disengaged
577,0.0,0.0,21.539999999999754,baseline,1.865770853882854,33.934740178699684,78.9697312561651,1.3170345954187808,-0.967191738726818,disengaged
578,0.0,0.0,21.559999999999754,baseline,1.2921658802068183,32.930102841771664,78.77764976406229,1.2124992711602767,-0.9696837851714372,disengaged
579,0.0,0.0,21.579999999999753,baseline,0.34980115640733533,31.402229572751544,78.47494034692244,0.9108747918827022,-0.9770519508985314,disengaged
580,0.0,0.018345813324775723,21.599999999999753,baseline,0.10551395558408094,29.928907840571465,78.38165418667548,0.6247275227325669,-0.9841853908705661,disengaged
581,0.0,0.0,21.619999999999752,baseline,0.322966569916765,28.634845925976318,78.40854415765051,0.5057083576687954,-0.9871833454274784,disengaged
582,5.11335535939712,0.0,21.639999999999752,notification,6.174088470194164,32.87993689022044,80.16222654105849,7.7765495398095705,-0.8231371896134126,disengaged
583,1.0851312661204382,0.0,21.65999999999975,baseline,0.2018143181197829,31.423860184786875,78.35054429543618,1.3095516089379031,-0.9671215156328727,disengaged
584,8.842494209513289,0.0,21.67999999999975,notification,7.907426760387452,34.2121106748264,80.64222802811648,9.043700458439385,-0.7983250971239025,disengaged
585,15.391371140573408,0.0,21.69999999999975,notification,7.120181000692856,38.48417398290095,80.38605430020812,9.503605308903397,-0.7885495317207746,disengaged
586,19.93295498483753,0.0,21.71999999999975,high_impact_post,5.810839113898087,39.17260606784343,79.97325173416968,4.396960369206198,-0.8957698396249436,disengaged
587,18.639045278436555,0.0,21.73999999999975,baseline,1.999405420652925,38.32203809255049,78.80982162619613,0.6605662204556503,-0.9833757896908646,disengaged
588,16.57035695467465,0.0,21.75999999999975,baseline,1.4956285465608146,37.32899713843522,78.6386885639685,1.4044437256761326,-0.9649078269302606,disengaged
589,13.911119104191982,0.0,21.77999999999975,baseline,1.1122628428217523,36.75983432743667,78.50367885284678,0.9581583293081453,-0.9758838113165769,disengaged
590,9.611991319976319,0.037083879257983,21.79999999999975,baseline,0.04305373580672334,35.59381028459169,78.16291612074227,1.0128165741352013,-0.9744159848058918,disengaged
591,5.677131377695004,0.001231242857113582,21.819999999999748,baseline,0.28617545466956473,35.11067879437801,78.17876875714313,0.5732616148286347,-0.9854413502199008,disengaged
592,3.833930300157953,0.0,21.839999999999748,baseline,1.6535438214043208,33.7654910454038,78.60483190356443,0.9750632996908428,-0.9754947327537833,disengaged
593,0.7457532696459692,0.0,21.859999999999747,baseline,0.8423679539137032,32.186436237685534,78.34271038617436,1.1804942735700532,-0.9703106966420424,disengaged
594,0.0,0.0,21.879999999999747,baseline,0.7048759852145823,30.858146110331386,78.28146279556464,1.24221580430557,-0.9687585930083571,disengaged
595,4.673427222181952,0.0,21.899999999999746,notification,5.920540668092746,32.29385940034714,79.82616220042807,5.427282792807878,-0.8726788625787855,disengaged
596,0.9963460255773784,0.0,21.919999999999746,baseline,0.46530640744795826,30.837644817399976,78.16959192223464,0.7423792539241097,-0.9811846227420459,disengaged
597,0.0,0.0,21.939999999999745,baseline,1.6654602625988435,30.008282044174376,78.50963807877991,0.978245492947643,-0.9753862991693594,disengaged
598,3.7406442265131084,0.0,21.959999999999745,high_impact_post,5.318721716675201,33.25150953445576,79.58561651500281,4.74617404943206,-0.8874404535308502,disengaged
599,0.0,0.006689433831989305,21.979999999999745,baseline,0.144368553893369,32.622415279991316,78.01331056616826,1.1445789548097698,-0.9710811149277434,disengaged
600,4.224439362382024,0.0,21.999999999999744,high_impact_post,5.640593663898805,33.521441398076824,79.6354886653379,5.017375685604144,-0.8814599901828765,disengaged
601,0.6737427878714977,0.0,22.019999999999744,baseline,0.5609826310388382,32.56631758623712,78.09829478931191,0.6540381526080211,-0.9833899993009635,disengaged
602,0.0,0.0,22.039999999999743,baseline,1.3858367768391582,32.05717362802721,78.325751033052,0.8761219063008555,-0.9778762326246572,disengaged
603,0.0,0.0,22.059999999999743,baseline,1.468376035653263,30.69104135039634,78.33051281069623,0.5026732923983482,-0.9872471653818237,disengaged
604,0.0,0.0,22.079999999999742,baseline,1.513826963683682,29.691506425326104,78.32414808910536,1.201682085956446,-0.9697788232248274,disengaged
605,0.0,0.0,22.099999999999742,baseline,0.6573172384388148,29.026861447334763,78.04719517153191,0.6298970874120239,-0.9839877893468943,disengaged
606,3.582554049238057,0.0,22.11999999999974,notification,5.236309836103271,32.77324990384037,79.40089295083123,6.107861341571622,-0.8571406777676731,disengaged
607,2.204308180270017,0.0,22.13999999999974,baseline,1.9965713274718353,31.762987761333488,78.4089713982418,1.2954707547154392,-0.967493135395657,disengaged
608,0.0,0.0,22.15999999999974,baseline,1.4381782296883445,31.31218543027326,78.22145346890676,0.6829461083234181,-0.9826892768468515,disengaged
609,4.30058230520737,0.0,22.17999999999974,notification,5.7134524870636065,32.98495387309068,79.48403574611935,9.226595020170288,-0.791984456869031,disengaged
610,2.805348785429243,0.0,22.19999999999974,baseline,1.9279519478573992,31.4926449076758,78.32838558435748,1.0430570870800666,-0.9737170687095139,disengaged
611,0.20692953335638098,0.0,22.21999999999974,baseline,1.2095299006059388,30.146826434164353,78.09285897018204,0.8298804081898711,-0.9789698022464414,disengaged
612,0.0,0.0,22.23999999999974,baseline,0.28471452116353535,29.93690955883608,77.79541435634933,0.5796985958269978,-0.9852070746952359,disengaged
613,0.6819342027148085,0.0,22.25999999999974,high_impact_post,3.3587805246501676,32.61588202527636,78.69763415739531,2.6707007669224785,-0.9343552803579783,disengaged
614,0.0,0.0,22.27999999999974,baseline,1.8311741880182018,32.138761907978335,78.21935225640573,1.4728937241941582,-0.9630354570618396,disengaged
615,0.0,0.0,22.299999999999738,baseline,1.3032269276970398,30.60941610707286,78.04096807830938,0.703880884020801,-0.98212249072044,disengaged
616,0.0,0.00097703326436685,22.319999999999737,baseline,0.16340988911877719,29.649472453868157,77.6790229667359,0.648521561732023,-0.9834407789587654,disengaged
617,0.0,0.0,22.339999999999737,baseline,1.8384428572082219,28.895112243208008,78.16055582389836,1.3071147228322824,-0.9671032329539938,disengaged
618,0.0,0.0,22.359999999999737,baseline,1.8124077129076488,27.877112146110722,78.13372231387257,1.2054605490846018,-0.9696124788386893,disengaged
619,0.0,0.0,22.379999999999736,baseline,1.3701165951547072,27.592154599298844,77.98103497854667,1.345602317611907,-0.9660743890456814,disengaged
620,3.0508572719118625,0.0,22.399999999999736,notification,4.925396909746281,31.967621433250986,79.02761907292415,6.703722121701858,-0.8436109355507884,disengaged
621,9.194650196511411,0.0,22.419999999999735,notification,6.949537859215356,35.20223426928882,79.61486135776488,8.212951905091483,-0.8129760584950175,disengaged
622,11.986284218828178,0.0,22.439999999999735,high_impact_post,4.761198707396545,37.86449556136373,78.93835961221922,4.29137751086887,-0.8968787440834429,disengaged
623,9.985575648350984,0.0,22.459999999999734,baseline,1.6315630258318652,36.486438663521206,77.97946890774982,0.5909363117243789,-0.9849577888755012,disengaged
624,7.735057875659227,0.0,22.479999999999734,baseline,1.4709034165413009,35.86522514605886,77.91127102496266,0.9756168767593505,-0.9752654236284545,disengaged
625,13.126800915476208,0.0,22.499999999999734,notification,6.468459503148319,37.31961482084266,79.39053785094477,6.558434108417156,-0.8473877241599098,disengaged
626,11.208109701318541,0.0,22.519999999999733,baseline,1.6930122783282888,36.39747680121747,77.93790368349875,1.2154507837192292,-0.9692887107084609,disengaged
627,7.956580639664461,0.0,22.539999999999733,baseline,0.824490809376383,35.608017952685515,77.65734724281317,0.6041513159575022,-0.9845607015688865,disengaged
628,4.515041301073392,0.0,22.559999999999732,baseline,0.7029154649731233,34.638679865303935,77.6008746394922,0.991980158868016,-0.9747564797992625,disengaged
629,1.6835472192123548,0.0,22.579999999999732,baseline,1.1042522340777186,34.27189213027986,77.70127567022358,0.6736092466340986,-0.9828105840959465,disengaged
630,0.0,0.0,22.59999999999973,baseline,1.1661845729720617,33.42903625587951,77.69985537189189,0.6626729248358456,-0.9830869947859118,disengaged
